part_number,description,supplier_code,category_code,quantity,cost,price,margin,margin_percent,supplier_from_group
107461,CANVAS - BIMINI,BAR,ACC,0.0,300.0,500.0,200.0,40.0,BAR
107461W,CANVAS - BIMINI,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
107476,BIMINI - ARCH BIMINI KIT,BAR,ACC,0.0,1150.0,1916.99,766.99,40.01,BAR
107500,CANVAS - 2021 PLAYPEN,BAR,ACC,0.0,900.0,1499.99,599.99,39.99,BAR
107569,DECAL - X CLS,BAR,ACC,0.0,60.0,100.0,40.0,40.0,BAR
107569W,Decal - X Cls (Barletta) AC,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
107648W,"LID - SKI STG - SILVER, (X",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
107725W,Canvas - Playpen -,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
107827,TRIM - OUTSIDE BOW,BAR,ACC,0.0,75.0,124.99,49.99,39.99,BAR
107827W,TRIM - OUTSIDE BOW,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
107848,BOW RUBRAIL,BAR,ACC,0.0,70.0,119.99,49.99,41.66,BAR
107849,RUBRAIL - X/C/E CLS (No,BAR,ACC,0.0,70.0,116.99,46.99,40.16,BAR
107853,"Rubrail - C Cls (F) 30"" Stern",BAR,ACC,0.0,40.0,80.0,40.0,50.0,BAR
107869,SKIRT - TRIM 3' SPLICE,BAR,ACC,0.0,10.0,16.99,6.99,41.14,BAR
107869W,SKIRT - TRIM 3' SPLICE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108048,TOP COWLING-BONNET,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108147,DECAL - DOGGIE DOCK,BAR,ACC,0.0,2.0,3.5,1.5,42.85,BAR
108147W,DECAL- DOGGIE DOCK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108162,WIRING - 80AMP FUSE,BAR,ACC,0.0,12.75,21.99,9.24,42.01,BAR
108275,CANVAS - 2021 PLAYPEN,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108327,GATE - RIGHT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108363,CANVAS - PLAYPEN,BAR,ACC,0.0,1125.0,1875.0,750.0,40.0,BAR
108363W,CANVAS - PLAYPEN,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108476,"TUBE 26"" - 23' X CLS ARCH",BAR,ACC,0.0,3500.0,5835.0,2335.0,40.01,BAR
108510,GATE - 2021 C CLS BOW,BAR,ACC,0.0,185.0,309.99,124.99,40.32,BAR
108520,"TUBE 26"" - 25' X CLS STBD",BAR,ACC,0.0,3500.0,5835.0,2335.0,40.01,BAR
108521,"TUBE 26"" - 25' X CLS PORT",BAR,ACC,0.0,3500.0,5835.0,2335.0,40.01,BAR
108567,WHEEL - L CLS STEERING,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108567W,Wheel - V/R/L Cls Steering,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108593W,"TUBE 25"" - 22' C CLS STBD",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108595,"TUBE 25""-24' C CLS STBD",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108599,"TUBE 25"" - 22' CNTR 20""",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108687,RUBRAIL - X CLS PLASTIC,BAR,ACC,0.0,350.0,579.99,229.99,39.65,BAR
108687-25,RUBRAIL - X CLS PLASTIC,BAR,ACC,0.0,87.5,145.99,58.49,40.06,BAR
108687W,RUBRAIL - X CLS PLASTIC,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108715,HELM - L CLS HELM PAD,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108729,RUBRAIL - L CLS PLASTIC,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108775,FURNITURE - 2022 C22UC,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108788,FURNITURE-2022 C24UC,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108793,CHAIR - 2022 C CLS MB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108805,COOLER - 2022 C CLS,BAR,ACC,0.0,475.0,799.99,324.99,40.62,BAR
108806,COOLER,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108810,CUPHOLDER - 2022 C CLS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108813,ACCENT - L CLS SST,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108862,LIGHT DOCKING D17,BAR,ACC,0.0,16.0,24.99,8.99,35.97,BAR
108867,PEDESTAL -,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
108868,PEDESTAL,BAR,ACC,0.0,285.0,475.0,190.0,40.0,BAR
108890,RAILSKIN COLOR BLUE /,BAR,ACC,0.0,8.0,13.5,5.5,40.74,BAR
108890W,"DECAL - C CLS ""CABRIO""",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109013W,"Decal - 22' Model Indicator,",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109014w,"Decal - 23' Model Indicator,",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109016,DECAL - 25' MODEL,BAR,ACC,0.0,4.0,6.75,2.75,40.74,BAR
109017,DECAL - 'U' MODEL,BAR,ACC,0.0,4.0,6.75,2.75,40.74,BAR
109021W,"Decal - 'QC' Model Indicator,",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109025,DECAL - C/A CLS CABRIO,BAR,ACC,0.0,5.0,8.5,3.5,41.17,BAR
109025W,DECAL - C/A Cls CABRIO,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109166,"FLAG, NYLON SEWN",BAR,ACC,0.0,45.0,58.3,13.3,22.81,BAR
109175,STEREO - AUDISON,BAR,ACC,0.0,0.0,449.99,449.99,100.0,BAR
109175W,STEREO - AUDISON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109177W,SPEAKER - X CLS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109178W,SPEAKER - L CLS LED,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109180W,SPEAKER COVERS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109184,STANCHION L CLS BENT,BAR,ACC,0.0,750.0,1250.0,500.0,40.0,BAR
109235,SKIN - 16 INCH X 84 INCH,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109236,Skin - 16 Inch X 56 Inch,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109254,CANVAS - 2021 X CLS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109269,VENT - L CLS VENT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109271,VENT - L CLS VENT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109339,GATE - 2021 C CLS,BAR,ACC,0.0,185.0,309.99,124.99,40.32,BAR
109365,FLAGPOLE,BAR,ACC,0.0,220.0,298.5,78.5,26.29,BAR
109365W,Holder - Flag Pole Assembly,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109372,FASTNER - 5/32 X .425,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
109487,SEALANT - SST COASTAL,BAR,ACC,0.0,500.0,834.0,334.0,40.04,BAR
110036,DASH - L CLS CHARCOAL,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110037W,Dash - L/R CLS CHARCOAL,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110096W,"TANK - 4"" EXTERNAL",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110161,DECAL- MERC 250LB8,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110267,Lillipad ladder,BAR,ACC,0.0,540.0,899.99,359.99,39.99,BAR
110267W,LADDER - V/L/X/C CLS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110376,CHAIR - 2022 L CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110379W,Chair - 2022 L Cls HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110389W,CHAIR - 2022 X CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110390W,CHAIR - 2022 X CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110395,CHAIR - 2022 C CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110397,CHAIR-2022 C CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110410,"PEDESTAL - 10"" FIXED",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110411W,"PEDASTAL - 10"" FIXED",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110473,BUILD KIT - C CLS,BAR,ACC,0.0,500.0,835.0,335.0,40.11,BAR
110547W,STEREO - C/A CLS HERTZ,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110566,"FURNITURE - 27""",BAR,ACC,0.0,25.0,41.99,16.99,40.46,BAR
110567,FURNITURE - REDWOOD,BAR,ACC,0.0,13.75,22.99,9.24,40.19,BAR
110567W,FURNITURE - REDWOOD,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110667W,Chair - 2023-24 L Cls HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110673,BOW FILLER - 2023-24 L,BAR,ACC,0.0,1210.0,2016.99,806.99,40.0,BAR
110878,CHAIR - 23-24 X CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110898,FURNITURE - 2023 C20UC,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110899W,FURNITURE - 2023 C20UC,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110926,CHAIR - 2023 C CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110927W,CHAIR - 2023 C CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110928,CHAIR - 2023 C CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110929W,CHAIR - 2023 C CLS HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110936W,MAT - C CLS CELL PHONE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110949,TABLE - FOLDING,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
110958,RUBRAIL - X CLS (F) SIDE,BAR,ACC,0.0,150.0,250.0,100.0,40.0,BAR
110993W,Helm - C Cls Helm Mat -,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111103W,Rigging - Mercury (M),BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111107,LIGHT - C CLS LED,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111109,CANVAS-PLAYPEN BLACK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111121,CANVAS - SEAT COVERS,BAR,ACC,0.0,995.0,1649.0,654.0,39.66,BAR
111137W,"CAP - 1.25"" BLACK VINYL",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111147W,"HELM, C CLS SGL BIMINI",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111148,HELM - C CLS DBL BIMINI,BAR,ACC,0.0,160.0,265.99,105.99,39.84,BAR
111232W,CANVAS - PLAYPEN -,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111234,CANVAS - PLAYPEN -,BAR,ACC,0.0,995.0,1659.0,664.0,40.02,BAR
111234W,CANVAS - PLAYPEN -,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111270,ACCENT - X CLS DOCK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111271,ACCENT - X CLS DOCK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111280w,"Decal - 'M' Model Indicator,",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111295,Lillipad ladder mount,BAR,ACC,0.0,40.0,66.67,26.67,40.0,BAR
111420w,Furniture-Cypress Floor Tbl,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111421W,Furniture - Cypress,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111422W,HOLDER - PLATIC YETI CP,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111582W,Pedestal - Air Ride,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111583W,PEDESTAL - ADJ 250-,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111779,RAIL FENDER CLIP -,BAR,ACC,0.0,5.0,8.99,3.99,44.38,BAR
111831W,RELAY - EGIS XD SINGLE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111904,CANVAS - PLAYPEN,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111933,CHAIR - 2023-24 A CLS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
111934,CHAIR - 2023-24 A CLS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112091,LIGHT - LED SQUARE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112107W,HOLDER - RGB CUP YETTI,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112115,CANVAS - DBL PLAYPEN -,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112155W,FURNITURE - 2023 X23UFL,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112215W,CHAIR - 23 X Cls HB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112344W,BAR - SOLID SURFACE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112365,"LIGHT - 24"" FOLDING SGL",BAR,ACC,0.0,65.0,109.99,44.99,40.9,BAR
112365W,"LIGHT - 24"" FOLDING SGL",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112700W,STOOL - 2024-25 C Cls,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112906W,STEREO - R CLS MARINE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112973W,LIGHT - LED UNDERDECK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
112974W,LIGHT - 17' LED,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
113626W,HELM - V/R/L Cls ACCENT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
113626W-EXTRA,HELM - V/R/L Cls ACCENT,BAR,ACC,1.0,0.0,0.0,0.0,0.0,BAR
113629W,FILL- STRAIGHT NECK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
113665W,Helm - C Cls Simrad Display,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
113681,Canvas - DBL Playpen -,BAR,ACC,0.0,1075.0,1755.6,680.6,38.76,BAR
113696W,BIMINI-PWR ARM,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
113696W-EXTRA,BIMINI-PWR ARM,BAR,ACC,1.0,0.0,0.0,0.0,0.0,BAR
114162W,CHAIR - 2025 A CLS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
114423W,"BIMINI - 11"" TRAVEL LEG",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
114735W,HORN - UNDER DECK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
114810W,SEALANT - 10.3 oz,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
114838W,CANVAS - SGL/DBL,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
114869W,Canvas - Sgl/Dbl Clip,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
115242W,"72"" TRACK FOR",BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
115744W,Wheel - V/R/L Cls Guarco,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
115796W,Canvas - TEC Playpen - A22,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
115851W,HELM - A CLS DASH,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
281660,LADDER-WIDE HANDLE 4,BAR,ACC,0.0,699.99,1408.2,708.21,50.29,BAR
900024,HELM WALL INSERT -,BAR,ACC,0.0,36.0,59.99,23.99,39.98,BAR
900027,BIMINI - FRONT BIMINI KIT,BAR,ACC,0.0,1900.0,3198.28,1298.28,40.59,BAR
900028,FRONT BIMINI - ADDITION,BAR,ACC,0.0,1475.0,2459.0,984.0,40.01,BAR
900033,BIMINI-REAR KIT - A/C/E,BAR,ACC,0.0,1350.0,2250.0,900.0,40.0,BAR
900033W,BIMINI-REAR KIT - A/C/E,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900040,BIMINI - CANOPY,BAR,ACC,3.0,10.3,16.99,6.69,39.37,BAR
900040W,BIMINI - CANOPY,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900041,BIMINI - CANOPY ROCKER,BAR,ACC,3.0,9.2,15.99,6.79,42.46,BAR
900041W,BIMINI - CANOPY ROCKER,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900049,PAINT - BLACK SHIRT/RAIL,BAR,ACC,0.0,13.85,23.29,9.44,40.53,BAR
900052,HELM - SHROUD - L,BAR,ACC,0.0,355.0,599.0,244.0,40.73,BAR
900057,BIMINI - THERMAL,BAR,ACC,0.0,8.5,14.99,6.49,43.29,BAR
900061W,CANVAS - STRAP BUCKLE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900064,BOW FILLER STRAP KIT,BAR,ACC,0.0,7.2,11.99,4.79,39.94,BAR
900066,QUICK RELEASE FENDER,BAR,ACC,0.0,10.0,16.49,6.49,39.35,BAR
900067W,CUPHOLDER - INSERT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900068W,BIMINI - STANDOFF CAP,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900074W,LADDER - BUNGEE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900078W,SKI TOW BAR - PYLON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900106,GAUGE - C CLS 2020,BAR,ACC,0.0,145.0,244.99,99.99,40.81,BAR
900108,SWITCH-ROCKER COVER,BAR,AEL,0.0,5.0,8.33,3.33,39.97,BAR
900109,SWITCH - C CLS CANOPY,BAR,ACC,0.0,10.0,16.99,6.99,41.14,BAR
900111W,WHEEL - STEERING,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900119,GEL COAT - TAN,BAR,ACC,0.0,35.0,58.99,23.99,40.66,BAR
900124,FENDER WASHER,BAR,ACC,0.0,0.0,0.85,0.85,100.0,BAR
900124.01,PROP MERC MAX 10X8,BAR,ACC,0.0,85.55,143.99,58.44,40.58,BAR
900124.02,TOUCH UP PAINT,BAR,ACC,0.0,25.0,40.99,15.99,39.0,BAR
900124.03,FRONT GATE,BAR,ACC,0.0,185.0,309.99,124.99,40.32,BAR
900124.04,GEL COAT - CAMEL PINT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900124.05,8M0043705 I-CON DECAL,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900124.06,2022 L-PORT AFT RADIUS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900124.08,C-U-LOUNGE STDB/PORT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900124.10,PORT BOW ARM REST,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900126,POLE - PPC POLE,BAR,ACC,0.0,10.0,16.67,6.67,40.01,BAR
900126W,POLE - PPC POLE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900131,TABLE - DENALI TABLE,BAR,ACC,0.0,275.0,459.0,184.0,40.08,BAR
900156,BIMINI - STANCHION,BAR,ACC,0.0,20.75,34.99,14.24,40.69,BAR
900156W,BIMINI - STANCHION,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900166,SENDER - FUEL SENDER,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900167,Canvas - L Cls Arch Bimini,BAR,ACC,0.0,525.0,875.0,350.0,40.0,BAR
900173,BIMINI - BILLET ADAPTER,BAR,ACC,0.0,13.5,22.99,9.49,41.27,BAR
900185,SWITCH - PUSH BUTTON,BAR,ACC,0.0,2.0,3.4,1.4,41.17,BAR
900185W,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900186W,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900187W,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900188W,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900189W,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900190W,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900191,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900191W,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900192,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900193,SWITCH - PUSH BUTTON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900194,HELM - CORSA EYEBROW,BAR,ACC,0.0,180.0,299.0,119.0,39.79,BAR
900194W,HELM - CORSA EYEBROW,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900195,SWITCH - PUSH BUTOON,BAR,ACC,0.0,55.0,91.99,36.99,40.21,BAR
900195W,SWITCH - PUSH BUTOON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900199,SWITCH - PUSH BUTTON,BAR,ACC,0.0,53.5,89.49,35.99,40.21,BAR
900200,HELM - WIRELESS PHONE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900203,FLAG KIT NEW STYLE,BAR,ACC,0.0,115.0,191.99,76.99,40.1,BAR
900206W,L-GLOVEBOX DOOR W/,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900208,BIMINI CANVAS,BAR,ACC,0.0,200.0,335.0,135.0,40.29,BAR
900210,FUEL - C CLS/CORSA GAS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900212,HELM-CORSA GAUGE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900214W,LATCH - BLACK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900221,Bimini-L Cls Arch Front,BAR,ACC,0.0,1800.0,3000.0,1200.0,40.0,BAR
900225,BIMINI - MED SUN SHADE,BAR,ACC,0.0,1800.0,2999.99,1199.99,39.99,BAR
900234,"TRIM - CORSA (F) 16"" BOW",BAR,ACC,0.0,25.0,41.99,16.99,40.46,BAR
900248,GLOVEBOX-LOCKING,BAR,ACC,0.0,33.0,55.0,22.0,40.0,BAR
900254,GEL COAT GRAY,BAR,ACC,0.0,27.0,44.99,17.99,39.98,BAR
900254W,Gel Coat - Vello Gray Gel,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900278,HELM CORSA STEREO,BAR,ACC,0.0,355.0,529.0,174.0,32.89,BAR
900281,CLIP - CORSA/ARIA,BAR,ACC,0.0,3.0,5.0,2.0,40.0,BAR
900281W,CLIP - CORSA/ARIA,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900283,TANK - ANTI-SYPHON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900284,TANK ANTI SYPHON,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900302,CHAIR - NEW PRODUCT,BAR,ACC,0.0,385.0,649.99,264.99,40.76,BAR
900302W,CHAIR - PROMET,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900302W-EXTRA,CHAIR - PROMET,BAR,ACC,1.0,0.0,0.0,0.0,0.0,BAR
900307W,Helm-Lusso Port Switch,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900330W,HELM-CORSA LEFT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900331W,HELP-CORSA RIGHT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900338,Flag - Flag Kit,BAR,ACC,0.0,265.0,345.0,80.0,23.18,BAR
900338W,FLAG KIT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900358W,Arch-L-Cls/Lusso Arch,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900363,HELM-CABRIO SWITCH,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900368W,HELM-CABRIO 5 AMP,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900369W,HELM-CABRIO 10 AMP,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900371,HELM-CABRIO PORT SIDE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900372W,Helm-Cabrio Stbd Side,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900379,MEDITERRANEAN,BAR,ACC,0.0,1800.0,3000.0,1200.0,40.0,BAR
900392W,GAUGE-MEDAL BLACK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900393,GAUGE-MEDAL BLACK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900394W,GAUGE - MEDALLION,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900398,LILLIPAD REVO LADDER -,BAR,ACC,0.0,30.0,50.0,20.0,40.0,BAR
900398W,LILLIPAD REVO LADDER -,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900402,HELM - C CLS EYEBROW,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900409,TUBE HARDWARE KIT,BAR,ACC,0.0,165.0,275.0,110.0,40.0,BAR
900419,LUSSO STEERING WHEEL,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900421,TABLE - GREYWOOD,BAR,ACC,0.0,295.0,491.99,196.99,40.03,BAR
900424W,Diagnostic Cable - Lusso,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900434W,BIMINI - REAR BIMINI KIT,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900440W,Plastic Pack Latch - Lusso,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900445W,VSR - VOLTAGE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900459,CORSA FUEL TANK,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900463,A/C/X CLASS BOW,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900469,BREAKER - 10A/12V,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900533W,R Cls Port Loaded Switch,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900534W,R Cls Stbd Loaded Switch,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900570W,MARINO GRAY PULL,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900570W1,C-C22 STBD BOW,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900572W,POLE - PPC POLE,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900573,Light - Arch Top Light,BAR,ACC,0.0,130.5,217.5,87.0,40.0,BAR
900605W,Gel Coat - Spectre Gray -,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900629W,CUPHOLDER INSERTS,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
900630W,CUPHOLDER INSERT RGB,BAR,ACC,0.0,0.0,0.0,0.0,0.0,BAR
